TEAM,YEAR,NBA_PLAYER_ID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,AGE,EXP,SCHOOL
IND,23-24,1630169,Tyrese Haliburton,tyrese-haliburton,0,G,6-5,185,24.0,3,Iowa State
IND,23-24,1631097,Bennedict Mathurin,bennedict-mathurin,00,G-F,6-5,210,22.0,1,Arizona
IND,23-24,1630167,Obi Toppin,obi-toppin,1,F,6-9,220,26.0,3,Dayton
IND,23-24,1629614,Andrew Nembhard,andrew-nembhard,2,G-F,6-4,191,24.0,1,Gonzaga
IND,23-24,1641716,Jarace Walker,jarace-walker,5,F,6-7,235,20.0,R,Houston
IND,23-24,204456,T.J. McConnell,tj-mcconnell,9,G,6-1,190,32.0,8,Arizona
IND,23-24,1631112,Kendall Brown,kendall-brown,10,G,6-7,205,21.0,1,Baylor
IND,23-24,201949,James Johnson,james-johnson,16,F,6-7,240,37.0,14,Wake Forest
IND,23-24,203926,Doug McDermott,doug-mcdermott,20,F,6-6,225,32.0,9,Creighton
IND,23-24,1631209,Isaiah Wong,isaiah-wong,21,G,6-3,185,23.0,R,Miami
IND,23-24,1630543,Isaiah Jackson,isaiah-jackson,22,F,6-9,205,22.0,2,Kentucky
IND,23-24,1630174,Aaron Nesmith,aaron-nesmith,23,G-F,6-6,215,24.0,3,Vanderbilt
IND,23-24,1630188,Jalen Smith,jalen-smith,25,F-C,6-9,215,24.0,3,Maryland
IND,23-24,1641767,Ben Sheppard,ben-sheppard,26,G,6-6,190,22.0,R,Belmont
IND,23-24,1631245,Quenton Jackson,quenton-jackson,29,G,6-5,173,25.0,1,Texas A&M
IND,23-24,1626167,Myles Turner,myles-turner,33,C-F,6-11,250,28.0,8,Texas
IND,23-24,1627783,Pascal Siakam,pascal-siakam,43,F,6-8,245,30.0,7,New Mexico State
IND,23-24,1631131,Oscar Tshiebwe,oscar-tshiebwe,44,F-C,6-8,255,24.0,R,Kentucky
PHI,23-24,1630178,Tyrese Maxey,tyrese-maxey,0,G,6-2,200,23.0,3,Kentucky
PHI,23-24,1630231,KJ Martin,kj-martin,1,F,6-6,215,23.0,3,IMG Academy (FL)
PHI,23-24,1628964,Mo Bamba,mo-bamba,5,C,7-0,231,26.0,5,Texas
PHI,23-24,200768,Kyle Lowry,kyle-lowry,7,G,6-0,196,38.0,17,Villanova
PHI,23-24,1629001,De'Anthony Melton,deanthony-melton,8,G,6-3,200,26.0,5,Southern California
PHI,23-24,1626162,Kelly Oubre Jr.,kelly-oubre-jr,9,F-G,6-7,203,28.0,8,Kansas
PHI,23-24,1630288,Jeff Dowtin Jr.,jeff-dowtin-jr,11,G,6-3,177,27.0,2,Rhode Island
PHI,23-24,202699,Tobias Harris,tobias-harris,12,F,6-8,226,31.0,12,Tennessee
PHI,23-24,1641741,Ricky Council IV,ricky-council-iv,16,G,6-6,207,22.0,R,Arkansas
PHI,23-24,1627741,Buddy Hield,buddy-hield,17,G,6-4,220,31.0,7,Oklahoma
PHI,23-24,203954,Joel Embiid,joel-embiid,21,C-F,7-0,280,30.0,7,Kansas
PHI,23-24,1626166,Cameron Payne,cameron-payne,22,G,6-3,183,29.0,8,Murray State
PHI,23-24,1631173,Terquavion Smith,terquavion-smith,23,G,6-4,160,21.0,R,North Carolina State
PHI,23-24,203496,Robert Covington,robert-covington,33,F,6-7,209,33.0,10,Tennessee State
PHI,23-24,201587,Nicolas Batum,nicolas-batum,40,G-F,6-8,230,35.0,15,Le Mans
PHI,23-24,1630194,Paul Reed,paul-reed,44,F,6-9,210,25.0,3,DePaul
PHO,23-24,1626220,Royce O'Neale,royce-oneale,00,F,6-6,226,31.0,6,Baylor
PHO,23-24,1626164,Devin Booker,devin-booker,1,G,6-6,206,27.0,8,Kentucky
PHO,23-24,1629006,Josh Okogie,josh-okogie,2,G,6-4,213,25.0,5,Georgia Tech
PHO,23-24,203078,Bradley Beal,bradley-beal,3,G,6-4,207,31.0,11,Florida
PHO,23-24,202738,Isaiah Thomas,isaiah-thomas,4,G,5-9,185,35.0,11,Washington
PHO,23-24,1628960,Grayson Allen,grayson-allen,8,G,6-4,198,28.0,5,Duke
PHO,23-24,1627814,Damion Lee,damion-lee,10,G-F,6-6,210,31.0,6,Drexel
PHO,23-24,1629626,Bol Bol,bol-bol,11,C-F,7-3,220,24.0,4,Oregon
PHO,23-24,1630688,Ish Wainright,ish-wainright,12,F,6-5,250,29.0,2,Baylor
PHO,23-24,1629234,Drew Eubanks,drew-eubanks,14,F-C,6-10,245,27.0,5,Oregon State
PHO,23-24,203994,Jusuf Nurkić,jusuf-nurkić,20,C,7-0,290,29.0,9,Cedevita
PHO,23-24,1631223,David Roddy,david-roddy,21,F,6-4,255,23.0,1,Colorado State
PHO,23-24,201569,Eric Gordon,eric-gordon,23,G,6-3,215,35.0,15,Indiana
PHO,23-24,1629642,Nassir Little,nassir-little,25,F-G,6-6,220,24.0,4,North Carolina
PHO,23-24,1628962,Udoka Azubuike,udoka-azubuike,27,C-F,6-11,270,24.0,3,Kansas
PHO,23-24,201152,Thaddeus Young,thaddeus-young,30,F,6-8,225,36.0,16,Georgia Tech
PHO,23-24,201142,Kevin Durant,kevin-durant,35,F,6-11,240,35.0,16,Texas
PHO,23-24,1630240,Saben Lee,saben-lee,38,G,6-2,183,25.0,3,Vanderbilt
POR,23-24,1630703,Scoot Henderson,scoot-henderson,00,G,6-3,202,20.0,R,NBA G League Ignite
POR,23-24,1629014,Anfernee Simons,anfernee-simons,1,G,6-3,193,25.0,5,Edgewater HS (FL)
POR,23-24,1629028,Deandre Ayton,deandre-ayton,2,C,7-0,247,25.0,5,Arizona
POR,23-24,1629680,Matisse Thybulle,matisse-thybulle,4,G-F,6-5,201,27.0,4,Washington
POR,23-24,1630625,Dalano Banton,dalano-banton,5,F,6-8,204,24.0,2,Nebraska
POR,23-24,1631200,Kris Murray,kris-murray,8,F,6-8,210,23.0,R,Iowa
POR,23-24,203924,Jerami Grant,jerami-grant,9,F,6-7,210,30.0,9,Syracuse
POR,23-24,1629650,Moses Brown,moses-brown,10,C,7-2,258,24.0,4,UCLA
POR,23-24,1627763,Malcolm Brogdon,malcolm-brogdon,11,G,6-4,229,31.0,7,Virginia
POR,23-24,1631101,Shaedon Sharpe,shaedon-sharpe,17,G,6-5,205,21.0,1,Kentucky
POR,23-24,1630204,Ashton Hagans,ashton-hagans,19,G-F,6-3,190,24.0,1,Kentucky
POR,23-24,1631303,Justin Minaya,justin-minaya,24,F,6-5,205,25.0,1,Providence
POR,23-24,1641871,Duop Reath,duop-reath,26,C,6-9,245,28.0,R,Louisiana State
POR,23-24,1641739,Toumani Camara,toumani-camara,33,F,6-7,226,24.0,R,Dayton
POR,23-24,1631133,Jabari Walker,jabari-walker,34,F,6-7,227,21.0,1,Colorado
POR,23-24,1629057,Robert Williams III,robert-williams-iii,35,C-F,6-9,249,26.0,5,Texas A&M
POR,23-24,1630641,Ibou Badji,ibou-badji,41,C,7-0,240,21.0,R,FC Barcelona
POR,23-24,1641712,Rayan Rupert,rayan-rupert,72,G-F,6-6,185,20.0,R,New Zealand Breakers
SAC,23-24,201580,JaVale McGee,javale-mcgee,00,C-F,7-0,270,36.0,15,Nevada
SAC,23-24,1628370,Malik Monk,malik-monk,0,G,6-3,200,26.0,6,Kentucky
SAC,23-24,1630537,Chris Duarte,chris-duarte,3,G,6-5,190,27.0,2,Oregon
SAC,23-24,1628368,De'Aaron Fox,deaaron-fox,5,G,6-3,185,26.0,6,Kentucky
SAC,23-24,1628426,Sasha Vezenkov,sasha-vezenkov,7,F,6-8,225,28.0,R,"Barcelona, Spain"
SAC,23-24,1630222,Mason Jones,mason-jones,8,G,6-4,200,25.0,2,Arkansas
SAC,23-24,1628989,Kevin Huerter,kevin-huerter,9,G-F,6-7,198,25.0,5,Maryland
SAC,23-24,1627734,Domantas Sabonis,domantas-sabonis,10,F-C,6-10,240,28.0,7,Gonzaga
SAC,23-24,1631099,Keegan Murray,keegan-murray,13,F,6-8,225,23.0,1,Iowa
SAC,23-24,1630558,Davion Mitchell,davion-mitchell,15,G,6-0,202,25.0,2,Baylor
SAC,23-24,1630556,Kessler Edwards,kessler-edwards,17,F,6-7,203,23.0,2,Pepperdine
SAC,23-24,1641771,Jalen Slawson,jalen-slawson,18,F,6-7,215,24.0,R,Furman
SAC,23-24,1641732,Colby Jones,colby-jones,20,G,6-6,207,22.0,R,Xavier
SAC,23-24,1631165,Keon Ellis,keon-ellis,23,G,6-3,175,24.0,1,Alabama
SAC,23-24,203458,Alex Len,alex-len,25,C,7-0,250,31.0,10,Maryland
SAC,23-24,1630259,Jordan Ford,jordan-ford,31,G,6-1,175,26.0,R,St. Mary's College
SAC,23-24,203084,Harrison Barnes,harrison-barnes,40,F,6-8,225,32.0,11,North Carolina
SAC,23-24,1626168,Trey Lyles,trey-lyles,41,F,6-9,234,28.0,8,Kentucky
SAS,23-24,1630564,RaiQuan Gray,raiquan-gray,0,F,6-7,269,24.0,1,Florida State
SAS,23-24,1641705,Victor Wembanyama,victor-wembanyama,1,F-C,7-4,210,20.0,R,Metropolitans 92
SAS,23-24,1629640,Keldon Johnson,keldon-johnson,3,F-G,6-5,220,24.0,4,Kentucky
SAS,23-24,1628984,Devonte' Graham,devonte-graham,4,G,6-1,195,29.0,5,Kansas
SAS,23-24,1631110,Jeremy Sochan,jeremy-sochan,10,F,6-8,230,21.0,1,Baylor
SAS,23-24,1631104,Blake Wesley,blake-wesley,14,G,6-3,185,21.0,1,Notre Dame
SAS,23-24,1626224,Cedi Osman,cedi-osman,16,F,6-7,230,29.0,6,Anadolu Efes
SAS,23-24,1631123,Jamaree Bouyea,jamaree-bouyea,21,G,6-2,180,25.0,1,San Francisco
SAS,23-24,1631103,Malaki Branham,malaki-branham,22,F,6-4,180,21.0,1,Ohio State
SAS,23-24,1628380,Zach Collins,zach-collins,23,F-C,6-11,250,26.0,6,Gonzaga
SAS,23-24,1630170,Devin Vassell,devin-vassell,24,G-F,6-5,200,23.0,3,Florida State
SAS,23-24,1631321,Sidy Cissoko,sidy-cissoko,25,G,6-6,200,20.0,R,NBA G League Ignite
SAS,23-24,1631230,Dominick Barlow,dominick-barlow,26,F,6-9,215,21.0,1,Overtime Elite
SAS,23-24,1630561,David Duke Jr.,david-duke-jr,28,G,6-4,204,24.0,2,Providence
SAS,23-24,1629646,Charles Bassey,charles-bassey,28,C-F,6-10,230,23.0,2,Western Kentucky
SAS,23-24,1630577,Julian Champagnie,julian-champagnie,30,F,6-7,217,23.0,1,St. John's
SAS,23-24,1630200,Tre Jones,tre-jones,33,G,6-1,185,24.0,3,Duke
SAS,23-24,1630572,Sandro Mamukelashvili,sandro-mamukelashvili,54,F-C,6-9,240,25.0,2,Seton Hall
OKC,23-24,1628983,Shai Gilgeous-Alexander,shai-gilgeous-alexander,2,G,6-6,195,25.0,5,Kentucky
OKC,23-24,1630581,Josh Giddey,josh-giddey,3,G,6-8,216,21.0,2,NBA Global Academy
OKC,23-24,1629652,Luguentz Dort,luguentz-dort,5,G,6-4,220,25.0,4,Arizona State
OKC,23-24,1631119,Jaylin Williams,jaylin-williams,6,F,6-9,240,22.0,1,Arkansas
OKC,23-24,1631096,Chet Holmgren,chet-holmgren,7,C-F,7-1,208,22.0,R,Gonzaga
OKC,23-24,1631114,Jalen Williams,jalen-williams,8,G-F,6-5,211,23.0,1,Santa Clara
OKC,23-24,1630198,Isaiah Joe,isaiah-joe,11,G,6-3,165,24.0,3,Arkansas
OKC,23-24,1630322,Lindy Waters III,lindy-waters-iii,12,F,6-6,210,26.0,2,Oklahoma State
OKC,23-24,1631172,Ousmane Dieng,ousmane-dieng,13,F,6-9,185,21.0,1,New Zealand Breakers
OKC,23-24,1641745,Adam Flagler,adam-flagler,14,G,6-3,180,24.0,R,Baylor
OKC,23-24,202687,Bismack Biyombo,bismack-biyombo,15,C,6-8,255,31.0,12,Baloncesto Fuenlabrada
OKC,23-24,1641749,Keyontae Johnson,keyontae-johnson,18,F,6-4,230,24.0,R,Kansas State
OKC,23-24,1630598,Aaron Wiggins,aaron-wiggins,21,G,6-5,190,25.0,2,Maryland
OKC,23-24,1641717,Cason Wallace,cason-wallace,22,G,6-3,195,20.0,R,Kentucky
OKC,23-24,1630846,Olivier Sarr,olivier-sarr,30,C,6-10,240,25.0,2,Kentucky
OKC,23-24,202330,Gordon Hayward,gordon-hayward,33,F,6-7,225,34.0,13,Butler
OKC,23-24,1629026,Kenrich Williams,kenrich-williams,34,G-F,6-6,210,29.0,5,TCU
OKC,23-24,203488,Mike Muscala,mike-muscala,50,F-C,6-10,240,33.0,10,Bucknell
TOR,23-24,1642013,Malik Williams,malik-williams,,C,6-11,250,25.0,R,Louisville
TOR,23-24,1631241,Javon Freeman-Liberty,javon-freeman-liberty,0,G,6-3,190,24.0,R,DePaul
TOR,23-24,1641711,Gradey Dick,gradey-dick,1,G-F,6-6,200,20.0,R,Kansas
TOR,23-24,1629667,Jalen McDaniels,jalen-mcdaniels,2,F,6-9,190,26.0,4,San Diego State
TOR,23-24,1630618,D.J. Carton,dj-carton,3,G,6-3,200,23.0,R,Marquette
TOR,23-24,1630567,Scottie Barnes,scottie-barnes,4,F-G,6-7,237,22.0,2,Florida State
TOR,23-24,1630193,Immanuel Quickley,immanuel-quickley,5,G,6-2,190,25.0,3,Kentucky
TOR,23-24,1629628,RJ Barrett,rj-barrett,9,F-G,6-6,214,24.0,4,Duke
TOR,23-24,1628971,Bruce Brown,bruce-brown,11,G-F,6-4,202,27.0,5,Miami
TOR,23-24,1629670,Jordan Nwora,jordan-nwora,13,F,6-8,225,25.0,3,Louisville
TOR,23-24,1631338,Mouhamadou Gueye,mouhamadou-gueye,16,F,6-9,210,25.0,R,Pittsburgh
TOR,23-24,202066,Garrett Temple,garrett-temple,17,G-F,6-5,195,38.0,13,Louisiana State
TOR,23-24,1627751,Jakob Poeltl,jakob-poeltl,19,C,7-0,260,28.0,7,Utah
TOR,23-24,1628449,Chris Boucher,chris-boucher,25,F,6-9,200,31.0,6,Oregon
TOR,23-24,1630534,Ochai Agbaji,ochai-agbaji,30,G,6-5,215,24.0,1,Kansas
TOR,23-24,1629018,Gary Trent Jr.,gary-trent-jr,33,G,6-5,204,25.0,5,Duke
TOR,23-24,203482,Kelly Olynyk,kelly-olynyk,41,F-C,6-11,240,33.0,10,Gonzaga
UTA,23-24,203903,Jordan Clarkson,jordan-clarkson,00,G,6-3,194,32.0,9,Missouri
UTA,23-24,1641707,Taylor Hendricks,taylor-hendricks,0,F,6-9,215,20.0,R,Central Florida
UTA,23-24,1629012,Collin Sexton,collin-sexton,2,G,6-3,190,25.0,5,Alabama
UTA,23-24,1641718,Keyonte George,keyonte-george,3,G,6-4,185,20.0,R,Baylor
UTA,23-24,1629659,Talen Horton-Tucker,talen-horton-tucker,5,G,6-4,234,23.0,4,Iowa State
UTA,23-24,1641729,Brice Sensabaugh,brice-sensabaugh,8,F,6-5,235,20.0,R,Ohio State
UTA,23-24,1630554,Jason Preston,jason-preston,10,G,6-3,181,24.0,1,Ohio
UTA,23-24,1627739,Kris Dunn,kris-dunn,11,G,6-3,205,30.0,7,Providence
UTA,23-24,1630184,Kira Lewis Jr.,kira-lewis-jr,13,G,6-1,170,23.0,3,Alabama
UTA,23-24,1629677,Luka Samanic,luka-samanic,19,F,6-10,227,24.0,3,Union Olimpija
UTA,23-24,1628381,John Collins,john-collins,20,F-C,6-9,226,26.0,6,Wake Forest
UTA,23-24,1628374,Lauri Markkanen,lauri-markkanen,23,F-C,7-0,240,27.0,6,Arizona
UTA,23-24,1631117,Walker Kessler,walker-kessler,24,C,7-0,245,22.0,1,Auburn
UTA,23-24,1630695,Micah Potter,micah-potter,25,C,6-9,248,26.0,2,Wisconsin
UTA,23-24,1629647,Darius Bazley,darius-bazley,26,F,6-9,216,24.0,4,Princeton HS (OH)
UTA,23-24,1630548,Johnny Juzang,johnny-juzang,33,G,6-5,209,23.0,1,UCLA
UTA,23-24,1631254,Kenneth Lofton Jr.,kenneth-lofton-jr,35,F,6-6,275,21.0,1,Louisiana Tech
UTA,23-24,1630209,Omer Yurtseven,omer-yurtseven,77,C,6-11,275,26.0,2,Georgetown
MEM,23-24,1630692,Jordan Goodwin,jordan-goodwin,0,G,6-4,200,25.0,2,St. Louis
MEM,23-24,1630590,Scotty Pippen Jr.,scotty-pippen-jr,1,G,6-1,170,23.0,1,Vanderbilt
MEM,23-24,1631222,Jake LaRavia,jake-laravia,3,F,6-7,235,22.0,1,Wake Forest
MEM,23-24,1631246,Vince Williams Jr.,vince-williams-jr,5,G,6-4,205,23.0,1,Virginia Commonwealth
MEM,23-24,1630583,Santi Aldama,santi-aldama,7,F-C,7-0,215,23.0,2,Loyola-Maryland
MEM,23-24,1630533,Ziaire Williams,ziaire-williams,8,F,6-9,185,22.0,2,Stanford
MEM,23-24,1628379,Luke Kennard,luke-kennard,10,G,6-5,206,28.0,6,Duke
MEM,23-24,1629630,Ja Morant,ja-morant,12,G,6-2,174,24.0,4,Murray State
MEM,23-24,1628991,Jaren Jackson Jr.,jaren-jackson-jr,13,F-C,6-10,242,24.0,5,Michigan State
MEM,23-24,1629634,Brandon Clarke,brandon-clarke,15,F,6-8,215,27.0,4,Gonzaga
MEM,23-24,1629139,Yuta Watanabe,yuta-watanabe,18,G-F,6-9,215,29.0,5,George Washington
MEM,23-24,1630217,Desmond Bane,desmond-bane,22,G,6-5,215,26.0,3,TCU
MEM,23-24,201565,Derrick Rose,derrick-rose,23,G,6-3,200,35.0,14,Memphis
MEM,23-24,1630205,Lamar Stevens,lamar-stevens,24,F,6-7,230,26.0,3,Penn State
MEM,23-24,203935,Marcus Smart,marcus-smart,36,G,6-3,220,30.0,9,Oklahoma State
MEM,23-24,1641713,GG Jackson,gg-jackson,45,F,6-9,210,19.0,R,South Carolina
MEM,23-24,1629723,John Konchar,john-konchar,46,G,6-5,210,28.0,4,Indiana-Purdue Fort Wayne
MEM,23-24,1641998,Trey Jemison III,trey-jemison-iii,55,C,6-10,260,24.0,R,Alabama-Birmingham
WAS,23-24,1641731,Bilal Coulibaly,bilal-coulibaly,0,G,6-8,195,19.0,R,Metropolitans 92
WAS,23-24,1641774,Tristan Vukcevic,tristan-vukcevic,00,F,6-10,220,21.0,R,Real Madrid
WAS,23-24,1631098,Johnny Davis,johnny-davis,1,G,6-4,195,22.0,1,Wisconsin
WAS,23-24,1630215,Jared Butler,jared-butler,4,G,6-3,193,23.0,2,Baylor
WAS,23-24,1626145,Tyus Jones,tyus-jones,5,G,6-1,196,28.0,8,Duke
WAS,23-24,1631116,Patrick Baldwin Jr.,patrick-baldwin-jr,7,F,6-9,220,21.0,1,Wisconsin-Milwaukee
WAS,23-24,1630166,Deni Avdija,deni-avdija,8,F,6-9,210,23.0,3,Maccabi Tel Aviv
WAS,23-24,1629673,Jordan Poole,jordan-poole,13,G,6-4,194,25.0,4,Michigan
WAS,23-24,1631262,Jules Bernard,jules-bernard,14,G,6-6,210,24.0,R,UCLA
WAS,23-24,1630264,Anthony Gill,anthony-gill,16,F,6-8,230,31.0,3,Virginia
WAS,23-24,1629013,Landry Shamet,landry-shamet,20,G,6-4,190,27.0,5,Wichita State
WAS,23-24,1626158,Richaun Holmes,richaun-holmes,22,F,6-9,235,30.0,8,Bowling Green
WAS,23-24,1630557,Corey Kispert,corey-kispert,24,F,6-6,224,25.0,2,Gonzaga
WAS,23-24,1628398,Kyle Kuzma,kyle-kuzma,33,F,6-9,221,28.0,6,Utah
WAS,23-24,1628963,Marvin Bagley III,marvin-bagley-iii,35,F,6-10,235,25.0,5,Duke
WAS,23-24,1630647,Eugene Omoruyi,eugene-omoruyi,97,F,6-6,235,27.0,2,Oregon
WAS,23-24,1630551,Justin Champagnie,justin-champagnie,99,G-F,6-6,206,23.0,2,Pittsburgh
DET,23-24,1631105,Jalen Duren,jalen-duren,0,C,6-10,250,20.0,1,Memphis
DET,23-24,1630595,Cade Cunningham,cade-cunningham,2,G,6-6,220,22.0,2,Oklahoma State
DET,23-24,1629002,Chimezie Metu,chimezie-metu,4,F-C,6-10,225,27.0,5,USC
DET,23-24,1628972,Troy Brown Jr.,troy-brown-jr,7,G-F,6-7,215,24.0,5,Oregon
DET,23-24,1631197,Jared Rhoden,jared-rhoden,8,G,6-5,210,24.0,1,Seton Hall
DET,23-24,1641709,Ausar Thompson,ausar-thompson,9,G-F,6-6,205,21.0,R,Overtime Elite
DET,23-24,1630164,James Wiseman,james-wiseman,13,C,6-11,240,23.0,3,Memphis
DET,23-24,1630649,Stanley Umude,stanley-umude,17,G,6-6,210,25.0,1,Arkansas
DET,23-24,1641787,Tosan Evbuomwan,tosan-evbuomwan,18,F,6-7,217,23.0,R,Princeton
DET,23-24,1630201,Malachi Flynn,malachi-flynn,18,G,6-1,185,26.0,3,San Diego State
DET,23-24,1631323,Simone Fontecchio,simone-fontecchio,19,F,6-7,209,28.0,1,Baskonia
DET,23-24,1631093,Jaden Ivey,jaden-ivey,23,G,6-4,195,22.0,1,Purdue
DET,23-24,1629656,Quentin Grimes,quentin-grimes,24,G,6-5,210,24.0,2,Houston
DET,23-24,1631204,Marcus Sasser,marcus-sasser,25,G,6-2,195,23.0,R,Houston
DET,23-24,1631205,Buddy Boeheim,buddy-boeheim,27,F,6-5,205,24.0,1,Syracuse
DET,23-24,1630191,Isaiah Stewart,isaiah-stewart,28,F-C,6-8,250,23.0,3,Washington
DET,23-24,203095,Evan Fournier,evan-fournier,31,G-F,6-6,205,31.0,11,Poitiers Basket 86
DET,23-24,201959,Taj Gibson,taj-gibson,67,F,6-9,232,39.0,14,Southern California
CHO,23-24,1628970,Miles Bridges,miles-bridges,0,F,6-7,225,26.0,4,Michigan State
CHO,23-24,1630163,LaMelo Ball,lamelo-ball,1,G,6-7,180,22.0,3,Illawarra
CHO,23-24,1629684,Grant Williams,grant-williams,2,F,6-6,236,25.0,4,Tennessee
CHO,23-24,1630208,Nick Richards,nick-richards,4,C,7-0,245,26.0,3,Kentucky
CHO,23-24,1631109,Mark Williams,mark-williams,5,C,7-0,240,22.0,1,Duke
CHO,23-24,1631121,Bryce McGowens,bryce-mcgowens,7,G,6-6,175,21.0,1,Nebraska
CHO,23-24,1641733,Nick Smith Jr.,nick-smith-jr,8,G,6-2,185,20.0,R,Arkansas
CHO,23-24,202722,Davis Bertans,davis-bertans,9,F,6-10,225,31.0,7,Baskonia
CHO,23-24,1641735,Amari Bailey,amari-bailey,10,G,6-3,185,20.0,R,UCLA
CHO,23-24,1628998,Cody Martin,cody-martin,11,F,6-6,205,28.0,4,Nevada
CHO,23-24,1629716,Marques Bolden,marques-bolden,12,C,6-10,249,26.0,2,Duke
CHO,23-24,1641778,Leaky Black,leaky-black,12,F,6-6,209,25.0,R,North Carolina
CHO,23-24,1630197,Aleksej Pokusevski,aleksej-pokusevski,17,F,7-0,210,22.0,3,Olympiacos
CHO,23-24,1630550,JT Thor,jt-thor,21,F,6-9,203,21.0,2,Auburn
CHO,23-24,203995,Vasilije Micic,vasilije-micic,22,G,6-3,188,30.0,R,Serbia
CHO,23-24,1630544,Tre Mann,tre-mann,23,G,6-3,178,23.0,2,Florida
CHO,23-24,1641706,Brandon Miller,brandon-miller,24,F,6-7,200,21.0,R,Alabama
CHO,23-24,203552,Seth Curry,seth-curry,30,G,6-1,185,33.0,10,Duke
ATL,24-25,1631210,Jacob Toppin,jacob-toppin,00,F,6-8,200,25.0,1,Kentucky
ATL,24-25,1630552,Jalen Johnson,jalen-johnson,1,F,6-8,219,23.0,3,Duke
ATL,24-25,1630811,Keaton Wallace,keaton-wallace,2,G,6-3,185,26.0,R,Texas-San Antonio
ATL,24-25,1627747,Caris LeVert,caris-levert,3,G,6-6,205,30.0,8,Michigan
ATL,24-25,1641723,Kobe Bufkin,kobe-bufkin,4,G,6-4,195,21.0,1,Michigan
ATL,24-25,1630700,Dyson Daniels,dyson-daniels,5,G,6-7,199,22.0,2,NBA G League Ignite
ATL,24-25,1642258,Zaccharie Risacher,zaccharie-risacher,10,F,6-8,200,20.0,R,JL Bourg-en-Bresse
ATL,24-25,1629027,Trae Young,trae-young,11,G,6-1,164,26.0,6,Oklahoma
ATL,24-25,1629611,Terance Mann,terance-mann,14,G-F,6-5,215,28.0,5,Florida State
ATL,24-25,203991,Clint Capela,clint-capela,15,C,6-10,256,31.0,10,Elan Chalon
ATL,24-25,1630168,Onyeka Okongwu,onyeka-okongwu,17,F-C,6-10,240,24.0,4,Southern California
ATL,24-25,1631243,Mouhamed Gueye,mouhamed-gueye,18,F,6-10,210,22.0,1,Washington State
ATL,24-25,1627777,Georges Niang,georges-niang,20,F,6-7,230,32.0,8,Iowa State
ATL,24-25,1626204,Larry Nance Jr.,larry-nance-jr,22,F-C,6-8,245,32.0,9,Wyoming
ATL,24-25,1629726,Garrison Mathews,garrison-mathews,24,G,6-6,215,28.0,5,Lipscomb
ATL,24-25,1631230,Dominick Barlow,dominick-barlow,26,F,6-8,215,22.0,2,Overtime Elite
ATL,24-25,1630249,Vít Krejčí,vít-krejčí,27,G,6-8,195,25.0,3,Zaragoza
ATL,24-25,1631342,Daeqwon Plowden,daeqwon-plowden,29,G-F,6-6,216,26.0,R,Bowling Green
BOS,24-25,1628369,Jayson Tatum,jayson-tatum,0,F-G,6-8,210,27.0,7,Duke
BOS,24-25,1641936,Miles Norris,miles-norris,0,F,6-7,220,25.0,R,Cal-Santa Barbara
BOS,24-25,201950,Jrue Holiday,jrue-holiday,4,G,6-4,205,35.0,15,UCLA
BOS,24-25,1627759,Jaylen Brown,jaylen-brown,7,G-F,6-6,223,28.0,8,California
BOS,24-25,204001,Kristaps Porziņģis,kristaps-porziņģis,8,F-C,7-2,240,29.0,9,Cajasol Sevilla
BOS,24-25,1628401,Derrick White,derrick-white,9,G,6-4,190,30.0,7,Colorado
BOS,24-25,1630202,Payton Pritchard,payton-pritchard,11,G,6-1,195,27.0,4,Oregon
BOS,24-25,1628470,Torrey Craig,torrey-craig,12,F,6-5,221,34.0,7,South Carolina Upstate
BOS,24-25,1641809,Drew Peterson,drew-peterson,13,F,6-9,205,25.0,1,Southern California
BOS,24-25,1631120,JD Davison,jd-davison,20,G,6-1,195,22.0,2,Alabama
BOS,24-25,1630214,Xavier Tillman,xavier-tillman,26,F,6-7,245,26.0,4,Michigan State
BOS,24-25,1641775,Jordan Walsh,jordan-walsh,27,G,6-6,205,21.0,1,Arkansas
BOS,24-25,1630573,Sam Hauser,sam-hauser,30,F,6-7,217,27.0,3,Virginia
BOS,24-25,1628436,Luke Kornet,luke-kornet,40,C-F,7-1,250,29.0,7,Vanderbilt
BOS,24-25,201143,Al Horford,al-horford,42,C-F,6-9,240,39.0,17,Florida
BOS,24-25,1631248,Baylor Scheierman,baylor-scheierman,55,G,6-6,205,24.0,R,Creighton
BOS,24-25,1629674,Neemias Queta,neemias-queta,88,C,7-0,248,25.0,3,Utah State
CLE,24-25,1629622,Max Strus,max-strus,1,G-F,6-5,215,29.0,5,DePaul
CLE,24-25,1629660,Ty Jerome,ty-jerome,2,G-F,6-5,195,27.0,5,Virginia
CLE,24-25,1630596,Evan Mobley,evan-mobley,4,C,6-11,215,24.0,3,Southern California
CLE,24-25,1630241,Sam Merrill,sam-merrill,5,G,6-4,205,29.0,4,Utah State
CLE,24-25,1629750,Javonte Green,javonte-green,8,G,6-5,205,31.0,5,Radford
CLE,24-25,1641854,Craig Porter Jr.,craig-porter-jr,9,G,6-1,180,25.0,1,Wichita State
CLE,24-25,1629636,Darius Garland,darius-garland,10,G,6-1,192,25.0,5,Vanderbilt
CLE,24-25,1629631,De'Andre Hunter,deandre-hunter,12,F-G,6-8,221,27.0,5,Virginia
